id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"20486453","2013-12-10 04:58:53","8","4727","Pandas dataframe from excel named range","6","0","1","David Nehme","18075","Matthias Fripp","7655"
"22124318","2014-03-02 05:40:35","2","88","How to combine dataframes without losing data?","1","1","","sontek","7317","",""
"22005911","2014-02-25 06:03:30","98","249606","Convert Columns to String in Pandas","3","0","19","sontek","7317","Andy Hayden","195339"
"21769162","2014-02-14 01:27:02","1","235","Running a groupby on a pivot table with Pandas","1","3","","sontek","7317","TomAugspurger","16426"
"21744506","2014-02-13 03:20:21","0","62","How to take multiple rows and convert some of them into columns","1","0","","sontek","7317","TomAugspurger","16426"
"21745678","2014-02-13 05:04:04","0","634","Convert Pandas DataFrame to Python list","1","0","","sontek","7317","BrenBarn","166891"
"21108893","2014-01-14 08:29:46","0","94","Plot lines with ipython notebook + pandas","1","0","","sontek","7317","",""
"22678304","2014-03-27 04:28:57","1","338","Summarizing rows in a Pandas DataFrame","2","0","","sontek","7317","",""
"19808084","2013-11-06 09:20:48","0","427","Using pandas to merge data and output Json","1","3","1","macarthy","2792","HYRY","67243"
"22127569","2014-03-02 12:32:48","38","12298","Opposite of melt in python pandas","1","3","19","Boris Gorelik","12142","behzad.nouri","41450"
"19841456","2013-11-07 16:35:40","2","1932","Performance of Python Pandas vs. C++ solution for textual CSV data import","1","8","","VolkA","24670","",""
"20365330","2013-12-04 01:50:13","3","111","Permute Matrix while keeping some items in place","1","1","","Noah","9209","DSM","218186"
"21271375","2014-01-21 23:42:22","1","472","Inverse lookup in pandas: get ordered lists of row- and column-names","1","2","1","Noah","9209","DSM","218186"
"20664980","2013-12-18 17:48:10","1","6406","Pandas: iterate over unique values of a column that is already in sorted order","1","2","","SetJmp","10631","",""
"20091105","2013-11-20 08:45:15","0","448","Getting SQL Server DateTime NULL into pandas","0","5","","Bjarke Ebert","1300","",""
"18922760","2013-09-20 17:39:49","1","4585","Counting daily events on Pandas Time series","3","1","1","fccoelho","3093","fccoelho","3093"
"18746650","2013-09-11 16:34:08","3","3117","Selecting Pandas DataFrame records for many years based on month & day range","2","1","","JD Long","37144","",""
"20847508","2013-12-30 21:01:36","7","5047","unstacking data with Pandas","1","0","","JD Long","37144","unutbu","568074"
"21500596","2014-02-01 16:33:35","2","2390","How to filter results of a groupby in pandas","2","0","1","gc5","3429","LondonRob","28651"
"18825412","2013-09-16 10:09:20","5","5545","How to downsample a pandas dataframe by 2x2 averaging kernel","2","3","2","gc5","3429","Andy Hayden","195339"
"18848991","2013-09-17 11:44:48","2","1110","How to plot comparison between two categorical (Nominal) series with pandas and matplotlib","1","0","","gc5","3429","Greg","7638"
"19567525","2013-10-24 13:35:03","0","112","IPython + pandas oneliner not working","2","4","","gc5","3429","DSM","218186"
"22272116","2014-03-08 16:43:54","1","695","How to filter pandas dataframe columns by partial label","1","2","","gc5","3429","behzad.nouri","41450"
"21467429","2014-01-30 21:08:51","3","2028","Pairwise matrix from a pandas dataframe","2","0","1","iayork","3359","Alvaro Fuentes","9465"
"21838740","2014-02-17 20:32:59","2","56","Pandas: Select based on number of items in a set","1","0","","iayork","3359","unutbu","568074"
"22937650","2014-04-08 12:51:38","18","11126","Pandas: Reading Excel with merged cells","1","0","7","iayork","3359","unutbu","568074"
"22407798","2014-03-14 14:27:16","10","27374","How to reset a DataFrame's indexes for all groups in one step?","5","4","1","Meloun","3709","",""
"19928284","2013-11-12 11:45:48","27","11584","Pandas dataframe values equality test","4","0","1","MarkNS","1993","MarkNS","1993"
"19834515","2013-11-07 11:16:01","3","3116","Pandas select columns with boolean date condition","2","0","3","MarkNS","1993","DSM","218186"
"19862948","2013-11-08 15:41:47","1","652","Pandas merge hierarchical dataframes and maintain hierarchy","1","0","1","MarkNS","1993","alko","30307"
"19791527","2013-11-05 14:38:57","2","1147","pandas read_html function with colspan=2","2","0","","MarkNS","1993","Martin Böschen","1039"
"22605614","2014-03-24 09:38:37","1","662","Using partial with groupby and apply in Pandas","1","1","","Nikhil","601","joris","67459"
"23037505","2014-04-12 23:47:51","2","393","Missing global conv object in pandas plotting.py code?","1","11","","ojblass","12101","ojblass","12101"
"20512297","2013-12-11 06:43:20","6","3702","How can I concatenate a Series onto a DataFrame with Pandas?","3","0","1","David Wolever","78137","alko","30307"
"22139649","2014-03-03 05:57:01","4","1336","Include HTML in a Pandas DataFrame cell in the IPython Notebook?","1","1","","David Wolever","78137","",""
"22233488","2014-03-06 18:58:06","166","128735","Pandas: drop a level from a multi-level column index?","7","1","43","David Wolever","78137","",""
"22233094","2014-03-06 18:37:05","1","83","Create a Pandas DataFrame from series without duplicating their names?","3","1","","David Wolever","78137","",""
"21225552","2014-01-20 02:56:25","4","338","Pandas: why does DataFrame.apply(f, axis=1) call f when the DataFrame is empty?","1","0","1","David Wolever","78137","David Wolever","78137"
"21225608","2014-01-20 03:03:52","0","453","Pandas: DataFrame.apply(f, axis=1) on an empty DataFrame ignores exceptions?","1","1","","David Wolever","78137","",""
"21606987","2014-02-06 15:26:25","58","36052","How can I strip the whitespace from Pandas DataFrame headers?","3","0","17","Spike Williams","12071","TomAugspurger","16426"
"19258986","2013-10-08 21:41:21","1","1596","Pandas adding two Multiindex Dataframes","1","0","","foobar","212","Jeff","81950"
"21687633","2014-02-10 20:51:31","0","205","adding column with per-row computed time difference from group start?","1","0","","Wayne","810","DSM","218186"
"18927238","2013-09-20 23:22:05","3","1640","How to split a pandas dataframe into many columns after groupby","1","2","1","f4hy","564","Viktor Kerkez","29243"
"18879852","2013-09-18 18:38:43","4","701","How to combine the data from many data frames into a single data frame with an array as the data values","1","5","","f4hy","564","Andy Hayden","195339"
"20036953","2013-11-17 22:20:35","9","3564","Filter by hour in Pandas","2","2","4","em70","3865","TomAugspurger","16426"
"20637040","2013-12-17 14:39:52","3","266","pandas: convert a CSV series into a data frame","2","0","","DaveR","8653","TomAugspurger","16426"
"21206401","2014-01-18 15:58:57","1","1857","Pandas: Percentage within Category","1","1","","nicolaskruchten","13488","Matt Swain","2539"
"22177533","2014-03-04 16:30:18","1","40","python: Working with pandas. Getting counts","1","0","","Oleg Tarasenko","2531","Andy Hayden","195339"
"21741756","2014-02-12 22:59:44","1","443","Pymc Linear Regression starting issues (scaling input params?)","1","2","1","dartdog","4311","dartdog","4311"
"21788778","2014-02-14 20:16:49","4","1077","Regression using PYMC3","1","1","4","dartdog","4311","twiecki","1141"
"21516536","2014-02-02 21:34:21","1","639","Add a second data series to a sub-plot in Matplotlib","1","3","","dartdog","4311","jmz","2850"
"21539588","2014-02-03 22:59:22","6","1120","How to embed data in an IPython Notebook?","2","1","2","dartdog","4311","unutbu","568074"
"21207990","2014-01-18 18:17:54","6","3844","Display multiple output tables in IPython notebook using Pandas","1","3","1","dartdog","4311","dartdog","4311"
"21317567","2014-01-23 19:27:15","4","10048","Getting the regression line to plot from a Pandas regression","1","2","1","dartdog","4311","Josef","14548"
"21319255","2014-01-23 21:03:56","3","6351","Pandas Statsmodels ols regression prediction using DF predictor?","2","0","","dartdog","4311","Josef","14548"
"21390910","2014-01-27 20:23:57","3","804","getting the x axis grid to show in matplotlib","1","2","","dartdog","4311","Paul H","32844"
"21420165","2014-01-29 01:08:37","7","5587","Pandas generate date range of Beginning Month","1","0","1","dartdog","4311","Jeff","81950"
"21439948","2014-01-29 18:49:38","1","119","Create a summary Pandas DataFrame using concat/append via a for loop","2","2","","dartdog","4311","Andy Hayden","195339"
"19553128","2013-10-23 22:02:08","1","3026","Data type conversion issue in Pandas Dataframe","1","8","1","dartdog","4311","user1827356","4406"
"19571366","2013-10-24 16:21:43","3","1884","How do I get this output to sort by date in Pandas","1","4","","dartdog","4311","",""
"19611729","2013-10-26 20:46:51","45","21358","Getting Google Spreadsheet CSV into A Pandas Dataframe","6","4","18","dartdog","4311","TomAugspurger","16426"
"18901571","2013-09-19 17:44:38","4","10146","Create subplots in Matplotlib in a loop?","2","2","2","dartdog","4311","Phillip Cloud","17305"
"18935783","2013-09-21 17:58:51","3","2132","Pandas, simple add one month to a datetime column in a dataframe","1","2","","dartdog","4311","Andy Hayden","195339"
"19100540","2013-09-30 17:47:12","9","28413","Rounding entries in a Pandas DafaFrame","4","0","2","dartdog","4311","ely","40334"
"18581534","2013-09-02 22:24:31","0","1072","Labels on matplotlib within a loop","1","0","","dartdog","4311","Phillip Cloud","17305"
"18624039","2013-09-04 21:23:25","22","44773","Pandas reset index on series to remove multiindex","2","2","8","dartdog","4311","Phillip Cloud","17305"
"18751898","2013-09-11 21:51:42","2","591","Modifying a column depending on multiple conditions from another column, Pandas","1","0","","dartdog","4311","Jeff","81950"
"18775052","2013-09-12 22:04:40","4","1245","Create a Pandas dataframe with counts of items spanning a date range","1","0","1","dartdog","4311","Andy Hayden","195339"
"18728170","2013-09-10 20:27:00","0","455","How to format output on Ipython Notebook with Pandas to get side-by-side 2-up tables?","1","0","","dartdog","4311","Joe Hooper","666"
"20480897","2013-12-09 21:12:20","26","29560","Pandas add one day to column","5","0","6","dartdog","4311","Andy Hayden","195339"
"20502822","2013-12-10 18:49:00","4","571","Pandas select discontinuous dataframe date slices?","2","0","","dartdog","4311","U2EF1","8431"
"20529147","2013-12-11 20:20:16","1","974","Pandas select the year end quarters in a DF","1","2","1","dartdog","4311","Zelazny7","21562"
"19820280","2013-11-06 18:49:20","9","18181","Offset date for a Pandas DataFrame date index","2","0","3","dartdog","4311","Roman Pekar","73495"
"19736144","2013-11-01 22:03:50","1","823","Summary calculations on a Pandas Dataframe","3","0","","dartdog","4311","dartdog","4311"
"19756108","2013-11-03 18:00:48","0","490","Selecting a new dataframe via a multi-indexed frame in Pandas using index names","1","3","1","dartdog","4311","Jeff","81950"
"19778168","2013-11-04 22:07:50","0","1346","Converting a column of strings to numbers in Pandas","2","0","","dartdog","4311","Felix Zumstein","3900"
"22841493","2014-04-03 14:59:40","0","85","Adjusting Font sizes in Group plots using Matplotlib","1","5","","dartdog","4311","Paul H","32844"
"22646047","2014-03-25 20:55:50","1","460","Extract Pandas index value as single date time stamp variable, Not as index","1","0","","dartdog","4311","DSM","218186"
"18834823","2013-09-16 18:28:27","2","321","how to aggregate pandas Series values based on predicate statement?","2","0","","hatmatrix","18763","Phillip Cloud","17305"
"18646076","2013-09-05 21:15:01","49","94083","Add numpy array as column to Pandas data frame","3","5","4","Mihai Damian","6081","unutbu","568074"
"20937538","2014-01-05 18:39:43","117","154554","How to display pandas DataFrame of floats using a format string for columns?","6","3","43","Jason S","108696","unutbu","568074"
"20860846","2013-12-31 17:12:05","4","512","using pandas to parse a section inside a JSON document","1","2","1","Jason S","108696","",""
"19437474","2013-10-17 21:17:00","3","2861","get the last row of a pandas DataFrame, as an iterable object","1","0","","Jason S","108696","",""
"20936168","2014-01-05 16:41:44","1","134","Rotate / unpack timeseries data in a python dataframe","1","1","","Marcin","35945","",""
"20935264","2014-01-05 15:18:29","5","3744","Finding bogus data in a pandas dataframe read with read_fwf()","2","2","1","Marcin","35945","Paul H","32844"
"22871734","2014-04-04 19:42:33","0","399","How do you import a Qualtrics csv file into a pandas dataframe?","1","0","","Jim","5724","joris","67459"
"17063458","2013-06-12 10:42:11","121","269743","Reading an Excel file in python using pandas","5","0","49","Rakesh Adhikesavan","3332","DSM","218186"
"17141558","2013-06-17 06:28:47","168","190547","How to sort a dataFrame in python pandas by two or more columns?","3","1","48","Rakesh Adhikesavan","3332","Andy Hayden","195339"
"17312352","2013-06-26 05:45:26","1","459","How to save the changes I made on an Excel sheet?","2","0","","Rakesh Adhikesavan","3332","bmu","22706"
"17335649","2013-06-27 06:05:25","8","18896","How to specify column names while reading an Excel file using Pandas?","4","0","1","Rakesh Adhikesavan","3332","falsetru","254719"
"17443202","2013-07-03 08:30:33","1","54","how to select a portion of a data frame and convert it into an array in pandas?","1","0","","Rakesh Adhikesavan","3332","herrfz","3548"
"18520416","2013-08-29 20:30:13","3","9495","Pandas wrapper for Bloomberg api?","4","0","3","mathmonkey","51","kiriloff","14429"
"18418055","2013-08-24 11:26:37","1","774","Python and Pandas trouble with hex to number conversion","0","12","","mrkbutty","70","",""
"18512530","2013-08-29 13:36:31","2","398","How can I store a vector in a pandas time series?","1","0","","Uwe Fechner","51","",""
"18371609","2013-08-22 04:17:57","4","7083","Change dataframe index values while keeping other column data same","2","0","1","WittyID","342","Marius","34236"
"18280652","2013-08-16 19:22:20","8","2512","Specify list of possible values for Pandas get_dummies","3","0","3","dlongest","56","lejlot","48613"
"18264594","2013-08-16 01:49:03","0","427","Concatenate Data From URLS Recursively Inside one DataFrame","2","1","","user2687863","3","",""
"18262962","2013-08-15 22:29:54","13","8546","Setting DataFrame column headers to a MultiIndex","1","0","2","mqk","68","Jeff","81950"
"18488170","2013-08-28 12:39:13","2","554","how can i predict my variables","1","6","","salma","30","",""
"18194134","2013-08-12 18:32:36","2","395","How to restore\unfold multiindex in pandas DataFrame","1","4","","user2675976","11","",""
"18171079","2013-08-11 10:41:43","7","6002","Using fill_between() with a Pandas Data Series","1","2","2","PythonLearner","36","",""
"18279873","2013-08-16 18:26:44","2","618","summing up only non NaN Data in timeseries with python","2","2","","Thomas Sockel","33","Dan Allan","21302"
"18411662","2013-08-23 20:51:39","2","2130","Subplots from two DataFrames in one column, sharing x -axis","1","0","","Michal","672","Phillip Cloud","17305"
"18391435","2013-08-22 21:51:38","3","5152","Copy index from DataFrame to second frame when 'index length mismatch'","2","2","","Michal","672","Phillip Cloud","17305"
"18452007","2013-08-26 19:56:07","1","2172","Plot groupby data by month","1","0","","Michal","672","Viktor Kerkez","29243"
"18176933","2013-08-11 21:35:34","40","45134","Create an empty data frame with index from another data frame","3","1","10","Michal","672","Viktor Kerkez","29243"
"18275699","2013-08-16 14:29:37","3","4423","File names (from multiple files) as a column names in one data frame","1","7","2","Michal","672","Viktor Kerkez","29243"
"18367877","2013-08-21 21:17:37","2","2819","Change subplot color in DataFrame?","2","0","1","Michal","672","hooy","8043"
"18344887","2013-08-20 21:01:15","1","184","Taking out bits of CSVs","2","1","","Hamza Surti","18","Phillip Cloud","17305"
"18115222","2013-08-07 23:01:43","5","2256","How to merge two DataFrame columns and apply pandas.to_datetime to it?","2","0","1","Alessandro Quattrocchi","28","Viktor Kerkez","29243"
"18116721","2013-08-08 01:52:38","2","1033","Python software development (CSV to Pandas to SQL or CSV to SQL to Pandas)","1","0","1","abuteau","1308","Phillip Cloud","17305"
"18173873","2013-08-11 16:02:36","2","4032","NaN results with pandas mean function","1","5","1","abuteau","1308","Phillip Cloud","17305"
"18039057","2013-08-04 01:54:45","231","334902","Python Pandas Error tokenizing data","28","3","46","abuteau","1308","richie","5690"
"18250353","2013-08-15 09:58:35","3","2765","Pandas Tick Data Averaging By Hour and Plotting For Each Week Of History","2","8","2","Ross Middleton","102","Viktor Kerkez","29243"
"18242617","2013-08-14 21:27:38","2","1175","Plotting Weekly Tick Data From A Year Time Series","1","2","","Ross Middleton","102","Andy Hayden","195339"
"18237453","2013-08-14 16:39:31","9","21882","Pandas Data Frame Plotting","2","2","5","Ross Middleton","102","Andy Hayden","195339"
"18059451","2013-08-05 13:31:45","3","3742","Pandas Join Two Series","0","4","1","Ross Middleton","102","",""
"18039634","2013-08-04 04:11:23","0","343","How to transform an SNP matrix in Tab-delimited format into numbers using python?","1","5","","IdleBrown","1","",""
"18540272","2013-08-30 19:34:48","3","820","is it possible to use pandas objects with rpy2?","2","0","","HappyPy","2233","lgautier","9190"
"18472634","2013-08-27 18:11:09","5","17400","how to compute a new column based on the values of other columns in pandas - python","4","0","1","HappyPy","2233","chlunde","1397"
"18172689","2013-08-11 13:58:06","0","314","select and save desired columns using pandas - python","1","0","","HappyPy","2233","falsetru","254719"
"17954520","2013-07-30 18:21:56","2","5431","Pandas: DataFrame within DataFrame","1","2","1","jorge.santos","183","Jeff","81950"
"18168303","2013-08-11 02:55:50","0","59","Finding unique entries with oldest time stamp","1","1","","user2635044","11","",""
"17884693","2013-07-26 14:56:18","2","592","pandas series with different time indexes","2","0","","user2623214","63","",""
"17816754","2013-07-23 17:13:50","5","1637","Pandas accessing last non-null value","1","0","","mrbarti","28","Andy Hayden","195339"
"17797384","2013-07-22 21:03:33","1","4964","Date and time in pandas read_csv","3","3","","Bastian Löffler","26","",""
"18044434","2013-08-04 15:16:11","0","388","Problems reading csv-File","1","5","","Bastian Löffler","26","",""
"17832740","2013-07-24 11:30:15","3","1530","pandas sort DataFrame based on object, and datetime columns?","0","3","1","Karl Grindley","16","",""
"17709270","2013-07-17 20:08:43","38","45380","I want to create a column of value_counts in my pandas dataframe","4","1","18","user2592989","329","",""
"17689099","2013-07-17 00:19:22","7","2565","Using describe() with weighted data -- mean, standard deviation, median, quantiles","1","5","1","Chris Chapo","36","",""
"17836105","2013-07-24 13:54:54","2","1465","Finding rows in Pandas Data Frame with Same Values","2","1","0","user2587593","318","",""
"18262900","2013-08-15 22:24:42","0","1726","Reshaping pandas DataFrame from long to wide while adding many columns","2","0","","Trey","3","Viktor Kerkez","29243"
"17661578","2013-07-15 18:44:58","1","1395","Multidimensional arrays in Pandas columns","1","4","0","Doug S.","16","",""
"17709641","2013-07-17 20:30:55","85","78400","ValueError: numpy.dtype has the wrong size, try recompiling","13","7","13","Amber Chen","478","",""
"17633377","2013-07-13 19:14:00","-2","203","Merging two columns in a DataFrame while preserving first column values","1","2","1","Sutram","3","Andy Hayden","195339"
"17579932","2013-07-10 20:05:21","1","1568","statsmodel ARMA function is incompatiable with Pandas?","1","2","","Jin","8","jseabold","5161"
"17530538","2013-07-08 15:33:37","1","2383","DataFrame with string column-names","1","0","","McRip","33","Jeff","81950"
"17518827","2013-07-08 03:34:27","3","1988","Python Pandas Create Data Frame Column from Variable","1","0","","user2559269","35","",""
"17476732","2013-07-04 19:00:45","1","2237","Python Error: 'numpy.bool_' object is not iterable","1","1","","user2551507","18","",""
"17794511","2013-07-22 18:14:29","1","87","Strange behaviour with index","1","0","","user2546580","70","",""
"17694593","2013-07-17 08:16:26","3","1020","Pandas DataFrames to_latex: how to fit tables on a page?","1","0","3","Charles Dillon","590","",""
"17542524","2013-07-09 07:33:18","5","4774","Pandas DataFrames in reportlab","1","7","1","Charles Dillon","590","",""
"18096748","2013-08-07 07:04:24","19","24045","Pandas Dataframes to_html: Highlighting table rows","3","0","14","Charles Dillon","590","Viktor Kerkez","29243"
"18318867","2013-08-19 16:41:09","3","4117","pandas looks for scikits.statsmodels instead of statsmodels","3","1","1","TimK","18","Viktor Kerkez","29243"
"17913754","2013-07-28 22:50:13","3","3970","How to excecute multiple SQL queries to pandas dataframes in parallel","1","0","3","user2537610","61","",""
"17396898","2013-07-01 03:02:26","9","6727","index a Python Pandas dataframe with multiple conditions SQL like where statement","1","1","4","user2537610","61","",""
"17351390","2013-06-27 19:13:43","0","290","python pandas time elapsed between dynamic range","1","0","","user70303","1","",""
"18348720","2013-08-21 04:09:41","5","4656","How to implement Vector Auto-Regression in Python?","0","5","1","deb","62","",""
"18513071","2013-08-29 14:00:43","2","70","Why am I getting 0 for Series.prod()?","1","7","","Ted To","52","Phillip Cloud","17305"
"17429643","2013-07-02 15:30:24","0","33","Efficient method for creating a last day of month variable","1","0","","Ted To","52","Matti John","11031"
"17604665","2013-07-11 22:31:49","15","22494","pandas group by year, rank by sales column, in a dataframe with duplicate data","1","1","9","Ben","166","",""
"17194581","2013-06-19 14:57:20","6","4605","Best way to generate day-of-week boxplots from a Pandas timeseries","2","2","4","dkanoafry","33","Joop","4042"
"17531313","2013-07-08 16:14:24","2","3938","Python Pandas Decimal Mark EU to US","3","3","","Fabio Pomi","167","",""
"18404946","2013-08-23 14:10:45","17","14905","Py Pandas .format(dataframe)","1","0","5","Fabio Pomi","167","unutbu","568074"
"17128917","2013-06-15 23:37:20","7","18555","python 2.7 module pandas not installing ""cannot import name hashtable""","4","6","1","downtempo","38","Andy Hayden","195339"
"17124734","2013-06-15 14:35:19","2","180","Using pandas pivot_table function hangs up in Python 2.7.2","0","7","1","rmschne","11","",""
"17425027","2013-07-02 11:58:04","2","865","Python - Pandas: difference between monthly mean of day-mean values and monthly mean per se","1","2","","Jomme","263","",""
"17402090","2013-07-01 10:19:06","1","1050","Python - Pandas: Get a group of mean values of a daily range in a longer range period","1","0","","Jomme","263","unutbu","568074"
"17193850","2013-06-19 14:24:22","21","63845","How to get column by number in Pandas?","3","0","4","Jomme","263","Andy Hayden","195339"
"17044808","2013-06-11 13:02:30","2","2727","Python - Pandas: AttributeError: 'numpy.ndarray' object has no attribute 'start'","1","0","1","Jomme","263","Andy Hayden","195339"
"17968556","2013-07-31 11:01:58","1","739","detecting jumps on pandas index dates","1","0","1","ben filippi","58","Andy Hayden","195339"
"17432944","2013-07-02 18:18:27","6","8197","python pandas error when doing groupby counts","1","0","3","user2464433","181","",""
"16989946","2013-06-07 17:38:38","30","20139","Creating an element-wise minimum Series from two other Series in Python Pandas","4","2","6","user2464433","181","",""
"16968433","2013-06-06 17:27:34","9","19205","Error when trying to apply log method to pandas data frame column in Python","1","0","2","user2460677","48","Dan Allan","21302"
"16966494","2013-06-06 15:45:13","4","1712","Python: Import Tweet unicode data to pandas data frame object","1","4","","Arthur Aguirre","43","Andy Hayden","195339"
"17125248","2013-06-15 15:35:35","2","720","Get first element of Pandas Series of string","2","3","","Arthur Aguirre","43","Andy Hayden","195339"
"17292639","2013-06-25 08:31:51","2","754","Issues with adding a MultiIndex Pandas DataFrame to a PyTables HDFStore","1","2","","Mattijn","4149","Jeff","81950"
"17165340","2013-06-18 09:32:02","19","63234","Using Pandas to create DataFrame with Series, resulting in memory error","1","7","4","Mattijn","4149","Andy Hayden","195339"
"17691912","2013-07-17 05:38:14","1","762","Problems with merging on-disk tables with millions of rows","1","1","","Mattijn","4149","Jeff","81950"
"17611929","2013-07-12 09:40:04","1","233","How to select columns from frame in HDFStore","1","0","","Mattijn","4149","Jeff","81950"
"17591765","2013-07-11 11:07:27","3","1294","Iterate over HDFStore using chunksize saving into new HDFStore","1","0","","Mattijn","4149","Jeff","81950"
"17016051","2013-06-10 02:12:09","3","3511","Need Sunday as the first day of the week","2","3","","user2458008","16","",""
"16953217","2013-06-06 03:22:51","-1","558","error when read_csv on LAN","1","3","","user2458008","16","",""
"17208567","2013-06-20 08:15:00","26","4590","How to find out where a Python Warning is from","3","1","4","Bonswouar","743","Andy Hayden","195339"
"18098061","2013-08-07 08:12:05","8","12335","Change the ticklabel orientation and legend position of plot","3","5","1","user2450971","61","",""
"17194981","2013-06-19 15:15:20","11","8861","installing pandas in python 2.7, ubuntu 12.04","1","4","1","rahul.poruri","81","",""
"17432814","2013-07-02 18:12:09","0","2483","filter rows based on a True value in a column - python pandas data frame","0","7","1","ShikharDua","3318","",""
"16763214","2013-05-26 20:02:18","0","4052","pivot ""stacked"" data with multiple indexes?","1","0","","MGeary","6","Boud","19662"
"16755450","2013-05-26 01:35:17","2","942","Using python rolling_corr","0","1","3","bob jones","11","",""
"16741068","2013-05-24 18:05:09","0","3065","Importing data with Pandas","1","1","","learning_still","1","",""
"16732418","2013-05-24 10:03:25","1","920","Delete duplicate values in a row within a Pandas DataFrame (Python)","2","0","1","user2417049","8","Andy Hayden","195339"
"16732008","2013-05-24 09:43:09","1","128","Python interaction in Pandas documentation","1","0","1","julius kolbe","6","",""
"16899331","2013-06-03 14:37:54","3","4684","Select subset by a conditional expression from a PANDAS dataframe , but a error","1","0","0","user2407991","96","",""
"16683701","2013-05-22 04:52:24","16","52126","In PANDAS, how to get the index of a known value?","5","0","11","user2407991","96","",""
"16639099","2013-05-19 20:20:28","1","250","Creating multiple new columns using one function in Pandas","1","0","","JChambers","8","Jeff","81950"
"16583668","2013-05-16 09:26:32","8","7655","merge 2 dataframes in Pandas: join on some columns, sum up others","1","0","2","Laurie","96","DSM","218186"
"16553298","2013-05-14 21:39:00","4","3015","Pandas: Re-assigning values to a 'block' of a Data frame","2","1","1","user2383521","88","Andy Hayden","195339"
"17682230","2013-07-16 16:37:44","3","4381","Pandas: Convert DataFrame with MultiIndex to dict","1","0","1","ojdo","2922","DSM","218186"
"17521344","2013-07-08 07:42:34","0","147","Duplicate lines of Pandas DataFrame with index columns swapped","2","0","","ojdo","2922","Rutger Kassies","30622"
"17834652","2013-07-24 12:54:41","3","922","How to make stacked bar plot for Pandas DataFrame work?","1","0","1","ojdo","2922","erkinc","34"
"16510492","2013-05-12 18:05:03","8","6733","python, storing dictionaries inside a dataframe","2","1","3","Sylvansight","53","BrenBarn","166891"
"16447119","2013-05-08 17:52:06","1","250","Pandas Dataframe label selection","2","1","","william","26","",""
"16770227","2013-05-27 09:32:24","6","6092","How can I change name of arbitrary columns in pandas df using lambda function?","1","0","","Blaszard","12887","waitingkuo","39368"
"17097236","2013-06-13 21:17:31","60","116420","Replace invalid values with None in Pandas DataFrame","6","5","13","Blaszard","12887","Andy Hayden","195339"
"17530542","2013-07-08 15:33:46","151","152555","How to add pandas data to an existing csv file?","6","2","51","Samatix","862","Andy Hayden","195339"
"16382509","2013-05-05 07:52:22","3","3365","Pandas resampling hourly timeseries into hourly proportion timeseries","1","0","2","geog_newbie","82","joris","67459"
"16698415","2013-05-22 17:46:56","1","2077","Reference previous row when iterating through dataframe","3","3","","user2350235","6","",""
"16387068","2013-05-05 17:20:43","0","3218","module import error in pandas","1","1","","Rohit Mittal","1","",""
"16359955","2013-05-03 13:22:05","2","282","Concatenating dictionaries of numpy arrays of different lengths (avoiding manual loops if possible)","1","0","","p.paolo321","60","Andy Hayden","195339"
"17438906","2013-07-03 02:51:45","35","42965","Combining rows in pandas","2","1","14","lightlike","437","DSM","218186"
"16968313","2013-06-06 17:20:21","9","3280","Resample a time series with the index of another time series","1","0","4","piRSquared","162742","Dan Allan","21302"
"16304750","2013-04-30 16:29:44","3","6253","python pandas index is_unique not working","1","2","","piRSquared","162742","Bryan","11265"
"16290690","2013-04-30 01:12:35","-2","1207","converting time data from unicode in pandas","1","5","","user2333196","1431","Wouter Overmeire","31478"
"16388148","2013-05-05 19:14:54","0","846","Converting from Unicode in Python","1","1","","user2333196","1431","hd1","25349"
"18427711","2013-08-25 09:46:27","2","944","calculating running totals in separate columns in Pandas DF","2","1","1","user2333196","1431","Viktor Kerkez","29243"
"18343444","2013-08-20 19:26:48","1","465","pandas groupby values in different column","2","0","1","user2333196","1431","unutbu","568074"
"17966315","2013-07-31 09:17:35","2","2730","doing calculations in pandas dataframe based on trailing row","1","1","1","user2333196","1431","Andy Hayden","195339"
"17972938","2013-07-31 14:18:28","34","46170","check if string in pandas dataframe column is in list","2","2","13","user2333196","1431","Andy Hayden","195339"
"16266019","2013-04-28 18:07:33","44","45277","Python Pandas: Group datetime column into hour and minute aggregations","3","3","19","horatio1701d","2319","",""
"16568964","2013-05-15 15:19:46","8","19644","Make a multiline plot from .CSV file in matplotlib","2","7","5","user2324693","41","",""
"16358036","2013-05-03 11:37:50","-1","1612","Syntax error when converting from float64 to integer","1","0","","user2324693","41","",""
"16241402","2013-04-26 16:48:02","2","426","Pandas Data Frame join by grouping","1","0","","user2309282","47","bdiamante","7042"
"18252576","2013-08-15 12:24:37","2","76","Count recurring sets and add as new column","1","0","","user2309282","47","Andy Hayden","195339"
"17943528","2013-07-30 09:42:05","2","788","Series plot pandas color","1","0","","Maxi","167","Andy Hayden","195339"
"17037433","2013-06-11 06:00:36","4","2879","fillna : how to pad values over the next x days","5","1","2","Maxi","167","",""
"16310782","2013-04-30 23:54:45","1","1142","Pandas PanelOLS, OLS predictions","1","0","","user2297212","13","Wes McKinney","57658"
"16724791","2013-05-23 22:17:08","0","649","pandas resample doesn't work with numpy 1.7","1","5","","Alex Messina","103","",""
